2023-08-02 12:02:39,566 - select_connection - DEBUG	 - _get_poller: 415	 - Using EPollPoller
2023-08-02 12:02:39,571 - io_services_utils - DEBUG	 - _start_async: 324	 - Connection-establishment is in progress for <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>.
2023-08-02 12:02:39,571 - io_services_utils - INFO	 - _on_writable: 345	 - Socket connected: <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>
2023-08-02 12:02:39,571 - io_services_utils - DEBUG	 - _report_completion: 273	 - _AsyncSocketConnector._report_completion(None); <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>
2023-08-02 12:02:39,571 - selector_ioloop_adapter - DEBUG	 - remove_writer: 344	 - SelectorIOServicesAdapter.remove_writer(7)
2023-08-02 12:02:39,571 - selector_ioloop_adapter - DEBUG	 - remove_writer: 364	 - remove_writer(7) removed handler
2023-08-02 12:02:39,571 - select_connection - DEBUG	 - remove_timeout: 284	 - remove_timeout: removing timeout <pika.adapters.select_connection._Timeout object at 0x7fb76a024dc0> with deadline=779552.557984515 and callback=<bound method AMQPConnector._on_tcp_connection_timeout of <pika.adapters.utils.connection_workflow.AMQPConnector object at 0x7fb76a024b50>>
2023-08-02 12:02:39,571 - connection_workflow - DEBUG	 - _on_tcp_connection_done: 382	 - TCP connection to broker established: <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>.
2023-08-02 12:02:39,571 - io_services_utils - DEBUG	 - start: 456	 - _AsyncStreamConnector.start(); <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>
2023-08-02 12:02:39,571 - select_connection - DEBUG	 - add_callback_threadsafe: 481	 - add_callback_threadsafe: added callback=<bound method _AsyncStreamConnector._start_async of <pika.adapters.utils.io_services_utils._AsyncStreamConnector object at 0x7fb76a024a30>>
2023-08-02 12:02:39,571 - select_connection - DEBUG	 - process_timeouts: 494	 - process_timeouts: invoking callback=<bound method _AsyncStreamConnector._start_async of <pika.adapters.utils.io_services_utils._AsyncStreamConnector object at 0x7fb76a024a30>>
2023-08-02 12:02:39,571 - io_services_utils - DEBUG	 - _start_async: 528	 - _AsyncStreamConnector._start_async(); <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>
2023-08-02 12:02:39,571 - io_services_utils - DEBUG	 - _linkup: 566	 - _AsyncStreamConnector._linkup()
2023-08-02 12:02:39,571 - connection - DEBUG	 - _set_connection_state: 2294	 - New Connection state: CLOSED (prev=CLOSED)
2023-08-02 12:02:39,572 - callback - DEBUG	 - add: 165	 - Added: {'callback': <bound method Connection._on_connection_start of <SelectConnection CLOSED transport=None params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>>, 'one_shot': True, 'only': None, 'arguments': None, 'calls': 1}
2023-08-02 12:02:39,572 - callback - DEBUG	 - add: 165	 - Added: {'callback': <bound method Connection._on_connection_close_from_broker of <SelectConnection CLOSED transport=None params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>>, 'one_shot': True, 'only': None, 'arguments': None, 'calls': 1}
2023-08-02 12:02:39,572 - callback - DEBUG	 - add: 165	 - Added: {'callback': <bound method Connection._default_on_connection_error of <SelectConnection CLOSED transport=None params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>>, 'one_shot': False, 'only': None, 'arguments': None}
2023-08-02 12:02:39,572 - connection - DEBUG	 - _set_connection_state: 2294	 - New Connection state: INIT (prev=CLOSED)
2023-08-02 12:02:39,572 - connection - DEBUG	 - __init__: 1092	 - Using external connection workflow.
2023-08-02 12:02:39,572 - io_services_utils - DEBUG	 - __init__: 715	 - _AsyncTransportBase.__init__: <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>
2023-08-02 12:02:39,572 - selector_ioloop_adapter - DEBUG	 - set_reader: 251	 - SelectorIOServicesAdapter.set_reader(7, <bound method _AsyncPlaintextTransport._on_socket_readable of <pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0>>)
2023-08-02 12:02:39,572 - selector_ioloop_adapter - DEBUG	 - set_reader: 263	 - set_reader(7, _) added handler Rd
2023-08-02 12:02:39,572 - io_services_utils - DEBUG	 - _linkup: 598	 - _linkup(): created transport <pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0>
2023-08-02 12:02:39,572 - connection - DEBUG	 - _set_connection_state: 2294	 - New Connection state: PROTOCOL (prev=INIT)
2023-08-02 12:02:39,572 - selector_ioloop_adapter - DEBUG	 - set_writer: 312	 - SelectorIOServicesAdapter.set_writer(7, <bound method _AsyncPlaintextTransport._on_socket_writable of <pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0>>)
2023-08-02 12:02:39,572 - selector_ioloop_adapter - DEBUG	 - set_writer: 334	 - set_writer(7, _) updated handler RdWr
2023-08-02 12:02:39,572 - io_services_utils - DEBUG	 - write: 1031	 - Turned on writability watcher: <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>
2023-08-02 12:02:39,572 - io_services_utils - DEBUG	 - _linkup: 609	 - _linkup(): introduced transport to protocol <pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0>; _StreamingProtocolShim: <SelectConnection PROTOCOL transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>
2023-08-02 12:02:39,572 - io_services_utils - DEBUG	 - _report_completion: 499	 - _AsyncStreamConnector._report_completion((<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0>, _StreamingProtocolShim: <SelectConnection PROTOCOL transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>)); <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>
2023-08-02 12:02:39,572 - connection_workflow - INFO	 - _on_transport_establishment_done: 428	 - Streaming transport linked up: (<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0>, _StreamingProtocolShim: <SelectConnection PROTOCOL transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>).
2023-08-02 12:02:39,572 - callback - DEBUG	 - remove: 265	 - Removing callback #0: {'callback': <bound method Connection._default_on_connection_error of <SelectConnection PROTOCOL transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>>, 'one_shot': False, 'only': None, 'arguments': None}
2023-08-02 12:02:39,572 - callback - DEBUG	 - add: 165	 - Added: {'callback': <bound method AMQPConnector._on_amqp_handshake_done of <pika.adapters.utils.connection_workflow.AMQPConnector object at 0x7fb76a024b50>>, 'one_shot': False, 'only': None, 'arguments': None}
2023-08-02 12:02:39,572 - callback - DEBUG	 - add: 165	 - Added: {'callback': <bound method AMQPConnector._on_amqp_handshake_done of <pika.adapters.utils.connection_workflow.AMQPConnector object at 0x7fb76a024b50>>, 'one_shot': False, 'only': None, 'arguments': None}
2023-08-02 12:02:39,572 - io_services_utils - DEBUG	 - _cleanup: 422	 - _AsyncStreamConnector._cleanup(False)
2023-08-02 12:02:39,572 - selector_ioloop_adapter - DEBUG	 - remove_writer: 344	 - SelectorIOServicesAdapter.remove_writer(7)
2023-08-02 12:02:39,573 - selector_ioloop_adapter - DEBUG	 - remove_writer: 367	 - remove_writer(7) updated handler Rd
2023-08-02 12:02:39,573 - io_services_utils - DEBUG	 - _on_socket_writable: 1118	 - Turned off writability watcher: <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>
2023-08-02 12:02:39,573 - callback - DEBUG	 - process: 217	 - Processing 0:Connection.Start
2023-08-02 12:02:39,574 - callback - DEBUG	 - _use_one_shot_callback: 401	 - Processing use of oneshot callback
2023-08-02 12:02:39,574 - callback - DEBUG	 - _use_one_shot_callback: 403	 - 0 registered uses left
2023-08-02 12:02:39,574 - callback - DEBUG	 - remove: 265	 - Removing callback #0: {'callback': <bound method Connection._on_connection_start of <SelectConnection PROTOCOL transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>>, 'one_shot': True, 'only': None, 'arguments': None, 'calls': 0}
2023-08-02 12:02:39,574 - callback - DEBUG	 - process: 231	 - Calling <bound method Connection._on_connection_start of <SelectConnection PROTOCOL transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>> for "0:Connection.Start"
2023-08-02 12:02:39,574 - connection - DEBUG	 - _set_connection_state: 2294	 - New Connection state: START (prev=PROTOCOL)
2023-08-02 12:02:39,574 - callback - DEBUG	 - add: 165	 - Added: {'callback': <bound method Connection._on_connection_tune of <SelectConnection START transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>>, 'one_shot': True, 'only': None, 'arguments': None, 'calls': 1}
2023-08-02 12:02:39,574 - selector_ioloop_adapter - DEBUG	 - set_writer: 312	 - SelectorIOServicesAdapter.set_writer(7, <bound method _AsyncPlaintextTransport._on_socket_writable of <pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0>>)
2023-08-02 12:02:39,574 - selector_ioloop_adapter - DEBUG	 - set_writer: 334	 - set_writer(7, _) updated handler RdWr
2023-08-02 12:02:39,574 - io_services_utils - DEBUG	 - write: 1031	 - Turned on writability watcher: <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>
2023-08-02 12:02:39,574 - io_services_utils - DEBUG	 - _on_socket_readable: 1069	 - Recv would block on <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>
2023-08-02 12:02:39,574 - selector_ioloop_adapter - DEBUG	 - remove_writer: 344	 - SelectorIOServicesAdapter.remove_writer(7)
2023-08-02 12:02:39,574 - selector_ioloop_adapter - DEBUG	 - remove_writer: 367	 - remove_writer(7) updated handler Rd
2023-08-02 12:02:39,574 - io_services_utils - DEBUG	 - _on_socket_writable: 1118	 - Turned off writability watcher: <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>
2023-08-02 12:02:39,574 - callback - DEBUG	 - process: 217	 - Processing 0:Connection.Tune
2023-08-02 12:02:39,575 - callback - DEBUG	 - _use_one_shot_callback: 401	 - Processing use of oneshot callback
2023-08-02 12:02:39,575 - callback - DEBUG	 - _use_one_shot_callback: 403	 - 0 registered uses left
2023-08-02 12:02:39,575 - callback - DEBUG	 - remove: 265	 - Removing callback #0: {'callback': <bound method Connection._on_connection_tune of <SelectConnection START transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>>, 'one_shot': True, 'only': None, 'arguments': None, 'calls': 0}
2023-08-02 12:02:39,575 - callback - DEBUG	 - process: 231	 - Calling <bound method Connection._on_connection_tune of <SelectConnection START transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>> for "0:Connection.Tune"
2023-08-02 12:02:39,575 - connection - DEBUG	 - _set_connection_state: 2294	 - New Connection state: TUNE (prev=START)
2023-08-02 12:02:39,575 - connection - DEBUG	 - _create_heartbeat_checker: 1590	 - Creating a HeartbeatChecker: 60
2023-08-02 12:02:39,575 - heartbeat - DEBUG	 - __init__: 67	 - timeout: 60.000000 send_interval: 30.000000 check_interval: 65.000000
2023-08-02 12:02:39,575 - select_connection - DEBUG	 - call_later: 263	 - call_later: added timeout <pika.adapters.select_connection._Timeout object at 0x7fb76a025600> with deadline=779572.563027643 and callback=<bound method HeartbeatChecker._send_heartbeat of <pika.heartbeat.HeartbeatChecker object at 0x7fb76a0255a0>>; now=779542.563027643; delay=30.0
2023-08-02 12:02:39,575 - select_connection - DEBUG	 - call_later: 263	 - call_later: added timeout <pika.adapters.select_connection._Timeout object at 0x7fb76a025660> with deadline=779607.563063332 and callback=<bound method HeartbeatChecker._check_heartbeat of <pika.heartbeat.HeartbeatChecker object at 0x7fb76a0255a0>>; now=779542.563063332; delay=65
2023-08-02 12:02:39,575 - selector_ioloop_adapter - DEBUG	 - set_writer: 312	 - SelectorIOServicesAdapter.set_writer(7, <bound method _AsyncPlaintextTransport._on_socket_writable of <pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0>>)
2023-08-02 12:02:39,575 - selector_ioloop_adapter - DEBUG	 - set_writer: 334	 - set_writer(7, _) updated handler RdWr
2023-08-02 12:02:39,575 - io_services_utils - DEBUG	 - write: 1031	 - Turned on writability watcher: <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>
2023-08-02 12:02:39,575 - callback - DEBUG	 - add: 165	 - Added: {'callback': <bound method Connection._on_connection_open_ok of <SelectConnection TUNE transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>>, 'one_shot': True, 'only': None, 'arguments': None, 'calls': 1}
2023-08-02 12:02:39,575 - io_services_utils - DEBUG	 - _on_socket_readable: 1069	 - Recv would block on <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>
2023-08-02 12:02:39,575 - selector_ioloop_adapter - DEBUG	 - remove_writer: 344	 - SelectorIOServicesAdapter.remove_writer(7)
2023-08-02 12:02:39,575 - selector_ioloop_adapter - DEBUG	 - remove_writer: 367	 - remove_writer(7) updated handler Rd
2023-08-02 12:02:39,575 - io_services_utils - DEBUG	 - _on_socket_writable: 1118	 - Turned off writability watcher: <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>
2023-08-02 12:02:39,575 - callback - DEBUG	 - process: 217	 - Processing 0:Connection.OpenOk
2023-08-02 12:02:39,575 - callback - DEBUG	 - _use_one_shot_callback: 401	 - Processing use of oneshot callback
2023-08-02 12:02:39,575 - callback - DEBUG	 - _use_one_shot_callback: 403	 - 0 registered uses left
2023-08-02 12:02:39,575 - callback - DEBUG	 - remove: 265	 - Removing callback #0: {'callback': <bound method Connection._on_connection_open_ok of <SelectConnection TUNE transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>>, 'one_shot': True, 'only': None, 'arguments': None, 'calls': 0}
2023-08-02 12:02:39,575 - callback - DEBUG	 - process: 231	 - Calling <bound method Connection._on_connection_open_ok of <SelectConnection TUNE transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>> for "0:Connection.OpenOk"
2023-08-02 12:02:39,575 - connection - DEBUG	 - _set_connection_state: 2294	 - New Connection state: OPEN (prev=TUNE)
2023-08-02 12:02:39,576 - callback - DEBUG	 - process: 217	 - Processing 0:_on_connection_open_ok
2023-08-02 12:02:39,576 - callback - DEBUG	 - process: 231	 - Calling <bound method AMQPConnector._on_amqp_handshake_done of <pika.adapters.utils.connection_workflow.AMQPConnector object at 0x7fb76a024b50>> for "0:_on_connection_open_ok"
2023-08-02 12:02:39,576 - connection_workflow - DEBUG	 - _on_amqp_handshake_done: 451	 - AMQPConnector: AMQP handshake attempt completed; state=3; error=None; '127.0.0.1'/(<AddressFamily.AF_INET: 2>, <SocketKind.SOCK_STREAM: 1>, 6, '', ('127.0.0.1', 5672))
2023-08-02 12:02:39,576 - connection_workflow - DEBUG	 - _on_amqp_handshake_done: 470	 - AMQPConnector: AMQP connection established for '127.0.0.1'/(<AddressFamily.AF_INET: 2>, <SocketKind.SOCK_STREAM: 1>, 6, '', ('127.0.0.1', 5672)): <SelectConnection OPEN transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>
2023-08-02 12:02:39,576 - connection_workflow - INFO	 - _report_completion_and_cleanup: 293	 - AMQPConnector - reporting success: <SelectConnection OPEN transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>
2023-08-02 12:02:39,576 - select_connection - DEBUG	 - remove_timeout: 284	 - remove_timeout: removing timeout <pika.adapters.select_connection._Timeout object at 0x7fb76a024af0> with deadline=779557.558022509 and callback=<bound method AMQPConnector._on_overall_timeout of <pika.adapters.utils.connection_workflow.AMQPConnector object at 0x7fb76a024b50>>
2023-08-02 12:02:39,576 - connection_workflow - DEBUG	 - _on_connector_done: 839	 - Connection attempt completed with <SelectConnection OPEN transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>
2023-08-02 12:02:39,576 - connection_workflow - INFO	 - _report_completion_and_cleanup: 725	 - AMQPConnectionWorkflow - reporting success: <SelectConnection OPEN transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>
2023-08-02 12:02:39,576 - io_services_utils - DEBUG	 - _on_socket_readable: 1069	 - Recv would block on <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>
2023-08-02 12:02:39,576 - blocking_connection - INFO	 - _create_connection: 453	 - Connection workflow succeeded: <SelectConnection OPEN transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>
2023-08-02 12:02:39,576 - callback - DEBUG	 - add: 165	 - Added: {'callback': <bound method _CallbackResult.set_value_once of <pika.adapters.blocking_connection._CallbackResult object at 0x7fb76a1f7880>>, 'one_shot': False, 'only': None, 'arguments': None}
2023-08-02 12:02:39,576 - connection - DEBUG	 - _create_channel: 1579	 - Creating channel 1
2023-08-02 12:02:39,576 - callback - DEBUG	 - add: 165	 - Added: {'callback': <bound method Connection._on_channel_cleanup of <SelectConnection OPEN transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>>, 'one_shot': True, 'only': <Channel number=1 CLOSED conn=<SelectConnection OPEN transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>>, 'arguments': None, 'calls': 1}
2023-08-02 12:02:39,576 - callback - DEBUG	 - add: 165	 - Added: {'callback': <bound method Channel._on_getempty of <Channel number=1 OPENING conn=<SelectConnection OPEN transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>>>, 'one_shot': False, 'only': None, 'arguments': None}
2023-08-02 12:02:39,576 - callback - DEBUG	 - add: 165	 - Added: {'callback': <bound method Channel._on_cancel of <Channel number=1 OPENING conn=<SelectConnection OPEN transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>>>, 'one_shot': False, 'only': None, 'arguments': None}
2023-08-02 12:02:39,576 - callback - DEBUG	 - add: 165	 - Added: {'callback': <bound method Channel._on_flow of <Channel number=1 OPENING conn=<SelectConnection OPEN transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>>>, 'one_shot': False, 'only': None, 'arguments': None}
2023-08-02 12:02:39,576 - callback - DEBUG	 - add: 165	 - Added: {'callback': <bound method Channel._on_close_from_broker of <Channel number=1 OPENING conn=<SelectConnection OPEN transport=<pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0> params=<ConnectionParameters host=127.0.0.1 port=5672 virtual_host=test_host ssl=False>>>>, 'one_shot': True, 'only': None, 'arguments': None, 'calls': 1}
2023-08-02 12:02:39,576 - selector_ioloop_adapter - DEBUG	 - set_writer: 312	 - SelectorIOServicesAdapter.set_writer(7, <bound method _AsyncPlaintextTransport._on_socket_writable of <pika.adapters.utils.io_services_utils._AsyncPlaintextTransport object at 0x7fb76a0249d0>>)
2023-08-02 12:02:39,576 - selector_ioloop_adapter - DEBUG	 - set_writer: 334	 - set_writer(7, _) updated handler RdWr
2023-08-02 12:02:39,576 - io_services_utils - DEBUG	 - write: 1031	 - Turned on writability watcher: <socket.socket fd=7, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 32820), raddr=('127.0.0.1', 5672)>
2023-08-02 12:02:39,576 - channel - DEBUG	 - _rpc: 1364	 - Entering blocking state on frame <Channel.Open(['out_of_band='])>; acceptable_replies=[<class 'pika.spec.Channel.OpenOk'>]
2023-08-02 12:02:39,576 - channel - DEBUG	 - _rpc: 1373	 - Adding on_synchronous_complete callback
